session_id,session_start_time,cluster,treat,cov_submit_time,age,gender,practice,reading,item_id1,knowledge1,item_id2,knowledge2,item_id3,knowledge3,item_id4,knowledge4
824DA446738C86622832369AA638CA6D,1595719362740,32,true,1595719423678,57,F,3,3,3,1,7,3,8,1,2,1
1D9BE9C59ADC2D0A7EEFEFB101DF1529,1595721442079,33,true,1595721482645,68,F,2,4,6,1,8,3,3,3,2,1
786F66640765B5AF05D5E5720B5F2047,1595722373359,34,true,1595722403479,49,F,2,4,7,1,8,1,1,1,2,1
1B15E0E12856D0A39DBCB263813BBD12,1595722475551,34,true,1595722516344,51,M,1,4,5,4,7,4,4,3,8,2
1F535047E91A4CB67D3340F9DD0CB9AE,1595722498093,34,true,1595722532513,52,F,3,5,6,1,1,2,4,1,3,2
BCE5E44F9C43A861C04B6588ECFC159F,1595723416146,35,true,1595723468610,46,F,3,3,4,1,6,1,2,1,3,1
4F0B9A0F8B96374DD5254E48E7186D8A,1595723530709,35,true,1595723568551,47,F,3,4,8,2,7,1,5,1,4,1
5F65C924B87622582E813461BEA6CEF7,1595724398554,36,false,1595724491968,36,F,3,3,2,1,8,3,7,3,4,3
1351282BCD808558B1E6ED75055B156B,1595729870716,37,true,1595729904150,15,F,4,4,4,1,5,2,6,1,2,1
DA2E595A20C90A8106C55D061656FD58,1595732889973,38,true,1595732955234,59,F,2,4,4,1,1,1,2,1,7,2
D7B89143A862EFDD937B6B20CEBDC601,1595736586194,39,true,1595736634417,55,F,3,3,8,2,2,1,3,3,1,2
9DE3174394BCFFDF3EF27A6F474E86BC,1595739898073,40,true,1595739931961,,M,1,4,3,2,5,1,4,1,1,1
71A5B66FEA5FBB127D8771FD657634B3,1595745380485,41,true,1595745407668,19,F,4,3,1,1,5,2,2,1,6,1
7DD03D2D32379E0EDF788653C0842192,1595748526273,42,false,1595748549329,17,M,3,3,7,3,5,1,2,1,4,1
F120E50430770D46476AA1737486AA15,1595749204512,43,false,1595749253975,17,M,2,4,6,1,5,3,1,3,7,2
77278D36032B96E28450E104449D8A2A,1595757845038,44,false,1595757873144,33,other,2,3,1,3,3,3,2,1,6,1
A32FF8425F17F769DF2D686266E54E83,1595766066823,45,false,1595766100072,17,M,1,3,6,1,2,1,3,4,1,3
AF6F718BE7D7748CBB385A8F796BBCA1,1595781896467,46,true,1595781951061,72,F,3,5,1,2,8,2,6,1,7,2
25BE1983FAB0B2D27249D82D3BAA78D5,1595782591157,47,false,1595782620850,58,F,3,4,1,1,2,1,4,2,3,1
4F5BC7E8EF0D688E9E0CD07B50A94E7E,1595782915473,48,false,1595782944181,,F,3,3,6,2,5,2,8,2,3,1
6ED2AC37FB9ED6C940E237747E1E7849,1595785622159,49,true,1595785674275,67,F,2,3,1,1,2,1,5,1,4,1
DA5D250CD79FB3F8843655D1FA4A4379,1595785928135,50,false,1595785979697,106,NA,1,1,6,1,5,5,2,1,4,1
7EB4375173CE1D60754C268126BBC383,1595787345379,51,true,1595787375642,28,M,1,4,1,2,8,3,5,4,4,1
6B4BE63FF567B0D8D9DF55F4DB70C76E,1595787526427,51,true,1595787586578,11,F,3,4,7,4,2,2,1,1,3,4
6B4BE63FF567B0D8D9DF55F4DB70C76E,1595787526427,52,true,1595787704878,11,F,3,3,7,3,2,1,1,1,3,3
6B4BE63FF567B0D8D9DF55F4DB70C76E,1595787526427,52,true,1595787716670,11,F,3,3,7,3,2,1,1,1,3,3
41EFC0212DE74ED9AAE7042D36601559,1595787749910,52,true,1595787773466,11,F,3,3,3,3,2,1,7,3,4,1
98909A7C49B3A440ADB9F260EF23AB0F,1595788049429,53,false,1595788071597,11,F,3,3,6,1,5,2,2,1,1,1
D3E2C29452079030CB1AE27528E9933B,1595789469770,54,true,1595789501800,26,F,3,4,4,3,6,3,5,3,3,3
C509AA589EA7C867BD93FBF8D0662BD1,1595790243368,55,false,1595790256883,31,M,2,3,3,2,1,2,4,2,2,2
8839D425623CC5831EEEC8D0AF830F05,1595791553689,56,true,1595791580033,15,M,3,3,6,2,7,2,1,2,3,3
1F2A7B12E38C83E42A9388667AFD0B09,1595792981984,57,true,1595793057102,56,F,3,4,1,1,7,1,8,1,4,1
0B2729B0683889740A442FD2092DF8C8,1595793840374,58,true,1595793873497,15,M,3,5,3,3,8,2,2,1,1,1
6CD2451C4258B27318D134698E56073B,1595794095249,58,true,1595794112125,40,F,3,2,6,2,3,1,4,2,5,1
BFD05A52CFE2448237DCD8D7D16D5AD3,1595794422875,59,true,1595794444217,14,NA,3,3,1,4,2,1,6,1,8,1
C06E4E2F905BFD015218C93D568DE9A6,1595795471547,60,false,1595795566871,68,F,4,4,4,1,7,2,5,4,2,2
716898E907537545DDE96ADE6966C353,1595796232501,61,false,1595796279780,53,F,2,5,2,1,3,1,8,1,1,1
716898E907537545DDE96ADE6966C353,1595796232501,61,false,1595796280046,53,F,2,5,2,1,3,1,8,1,1,1
716898E907537545DDE96ADE6966C353,1595796232501,61,false,1595796280294,53,F,2,5,2,1,3,1,8,1,1,1
716898E907537545DDE96ADE6966C353,1595796232501,61,false,1595796280626,53,F,2,5,2,1,3,1,8,1,1,1
08F3AA64DF701A59ACA0EBC47BD43AC3,1595798687617,62,true,1595798728533,59,M,4,3,3,1,4,1,7,1,5,1
058A942D5B7BCA26FA21022250B4215D,1595822349240,63,true,1595822375644,15,M,1,3,1,1,3,3,2,1,7,3
B75F7CA5829F7481C3A5F764B2454394,1595826787735,64,false,1595826825463,13,NA,3,4,8,2,4,1,7,2,3,3
A69F5392DCC77E68A47A9C131DE55FF5,1595826831475,64,false,1595826858761,,M,1,2,3,3,2,1,6,2,4,NA
0035AF289E4C2D1138C7604D6E6F38DD,1595826880177,64,false,1595826942530,51,M,2,4,7,2,5,3,1,1,8,2
60FC2BCCECCCAC6B586D91CD3C23CB3C,1595826987843,64,false,1595827033943,?,NA,3,4,3,1,6,1,5,2,7,3
31BC9CCB20791DD7DC6B4D6949B1DD7A,1595827295592,65,true,1595827318993,14,M,1,2,3,4,1,2,2,1,6,2
761A462AFEB9E6D729341D4147D98639,1595863760431,66,true,1595863814446,50+,F,3,5,8,3,1,1,4,2,5,1
2704D3A8C88DD116F608DBEB138B6616,1595871400431,67,false,1595871445573,13,M,3,4,7,3,3,2,4,1,1,1
8581FFF9747F80A381F73679A9A86042,1595873153745,68,true,1595873200435,14,F,4,5,7,3,4,2,1,1,5,2
D27D45D54928E2B91A731DFA05F87FA3,1595882940279,69,false,1595882976994,49,M,1,3,2,2,7,2,4,2,3,3
28442876477B81BEE8215E779404D7F1,1595883417498,70,false,1595883473891,15,M,3,3,4,1,8,4,2,1,1,2
EE6B083787EB32506639F606EA93E485,1595884551784,71,false,1595884590461,58,F,3,5,3,2,4,1,7,2,5,2
4B4D37F587E02FEE9670368747ECA84E,1595884779217,71,false,1595884801394,17,F,3,2,8,2,2,1,6,1,4,1
1A13B6AC6A8EB225EE22F6C2E35CCD47,1595884776910,71,false,1595884803332,15,F,3,4,5,2,3,4,6,2,1,2
7C5A6167643790BEB8977A45C1A3E9DD,1595884762200,71,false,1595884809768,13,M,3,5,8,1,3,5,5,4,2,3
A8B09DB6C72A091211A69C6ACA8BF623,1595884789209,71,false,1595884822612,15,M,3,3,1,3,7,2,8,2,6,2
98E33A0EB89EA5474C49DC29A0FBD3C2,1595884830679,71,false,1595884858707,16,F,3,3,1,2,7,3,5,3,4,1
B28F476BBE6F22F97C0D6F17BEFF05AE,1595884839355,71,false,1595884877370,17,F,2,3,1,1,8,2,2,1,3,2
B5D24933BA864ECA7E7D063DC13A6E83,1595884907488,72,true,1595884945485,16,F,4,3,3,2,7,3,8,3,4,1
F1FBF97CBC303CA34FECCAB0E7949960,1595885200986,73,true,1595885279344,13,F,2,4,7,2,1,1,3,2,2,1
3B618E1B91A00E0C3C93D3D98BCEC573,1595885299454,73,true,1595885330826,33,F,3,1,4,1,5,1,3,1,7,1
6A26FA4336DDCACF235AF69A4BA25EF2,1595885689754,74,true,1595885735378,13,M,1,5,1,1,7,3,3,2,5,3
3CAA269819183ADAC800FAD7FF688219,1595885716798,74,true,1595885755750,12,F,3,4,5,2,2,1,7,4,8,2
DC61715E42F7E30B684FD46BACC2CE0B,1595886010720,75,true,1595886043182,14,F,1,3,6,1,8,1,2,1,4,1
F952A839AADD99D260358AE8867F3B49,1595887509048,76,false,1595887548939,13,M,3,4,7,3,4,1,5,4,2,1
80D039C450254B0E4F77E4F6C6E14063,1595887853377,77,false,1595887882276,17,F,3,5,2,1,7,2,3,4,6,1
617BAE843ECEF4C89670EC204701CC2C,1595888217767,78,true,1595888289683,12,M,3,4,7,4,1,1,2,1,4,2
72280B554FB00F24A4CAF7559D745E0C,1595890400381,79,false,1595890430365,15,F,2,5,4,1,6,1,7,3,1,1
F7CFE91E300E1EDC92E19AA049B372D3,1595890691838,79,false,1595890724084,13,F,4,4,7,3,2,1,1,1,6,1
470C0E8DEB9300796607BB6FBBCFABCE,1595894337428,80,true,1595894376845,49,F,2,5,6,1,8,2,1,3,5,2
147E49AE5FA0B9DFEFA5E6D48687C82A,1595895917636,81,true,1595895956104,12,F,3,4,2,1,3,5,4,1,7,3
C855834D7D77F3FED4DE90146D1C7430,1595896393594,82,false,1595896414774,17,M,1,3,8,1,5,1,2,1,6,1
24F667D01A0EB1D3A8A54E5689DFF4BA,1595898485693,83,false,1595898522014,17,F,3,3,7,3,8,3,3,3,4,3
6F50CCE57A708A9B6B6569AF0B302867,1595911409558,84,true,1595911449293,57,F,1,4,2,1,8,2,5,2,1,2
1294B3E8C9BF3D9071052B15366F26C3,1595940530006,85,false,1595940568585,62,M,1,3,1,1,6,1,2,1,4,1
60F99D0CE311403203DE808D8D370D3A,1595947521217,86,false,1595947553703,14,NA,3,4,7,2,4,1,6,1,2,1
4FD0277801ACD01481BF143BF1C43032,1595955274283,87,true,1595955322882,13,F,2,4,6,1,4,1,2,1,1,1
5C956E2AA2D0E4A2E467CDDAC0D1C8E9,1595959014558,88,true,1595959052313,15,M,1,3,3,3,5,4,4,1,7,2
6DD8E29CFD9436A1011658270AD40AEB,1595962259945,89,false,1595962320983,14,M,3,2,8,2,5,4,7,4,4,1
CC66944A934D8A5BB4A4A37E9CAF7B09,1595963230398,90,true,1595963312698,14,M,1,3,7,2,8,1,6,1,5,2
3C77BD7694E37ACF126DE62527DCE46A,1595964022647,91,true,1595964092979,15,F,3,5,8,2,1,3,3,1,6,1
46EC7728591BF2D3F653C9DA9980B6D8,1595976202663,92,true,1595976234756,14,F,3,3,2,1,7,2,4,1,3,2
94B9E9C95C56267840E2E3DF644C63E5,1595987284605,93,false,1595987307118,13,F,4,4,4,1,6,1,7,2,1,1
41B5C35517F5E65B1A0D728832EB32C3,1595990716656,94,true,1595990762178,62,F,2,2,6,1,2,1,8,2,5,3
9D2D931B9810EEDB0120D8ACC0169FB0,1596000216547,95,false,1596000248274,17,F,4,3,8,2,2,1,7,1,6,1
9C142756B1D62EFCD9D9ED185098E182,1596040866518,96,true,1596040901370,64,M,1,4,1,2,5,2,8,2,7,2
7B631F56EE7BBBA83763519D5C38AB7B,1596062633581,97,false,1596062684026,14,M,2,2,4,1,5,3,6,1,1,1
B787E0A92895422D667663DF3BA40F71,1596067329172,98,true,1596067361609,12,F,4,5,5,3,2,1,3,4,4,1
586C315A34BF6C8A7F4AA55CE4803082,1596068302637,99,true,1596068346025,39,M,3,4,7,4,4,2,2,4,5,3
023E66AA19197AC5F855675BAFDC6781,1596070196865,100,false,1596070240873,17,M,2,3,4,1,3,2,7,3,8,4
312E222630E2690777F22F3D1412B3BF,1596082463516,101,true,1596082536399,,F,3,5,1,1,8,3,5,3,7,2
4AF68D9DBD7634616A66D28721795E79,1596086376940,102,false,1596086420614,41,M,3,4,6,1,7,2,8,2,4,2
62190AA63C5593940AE9EC43DBC06465,1596118772199,103,false,1596118821950,40,F,1,3,7,1,6,1,5,1,8,1
2D4940D3E41DF00C8FBBCBCE23B2AF1B,1596126402403,104,false,1596126431277,38,F,3,4,8,2,1,2,3,2,5,2
3FAA16956772693DEB7C33E7811B766A,1596126421182,104,false,1596126454375,15,F,3,5,6,2,4,2,2,1,5,2
0D8207EAD34EF0F6EEED6EF57481BC63,1596128154763,105,true,1596128184574,15,M,3,2,1,1,8,3,2,1,7,2
46CFBB8B8224FB327515F1484D70B6D5,1596129878475,106,false,1596129924381,14,M,3,4,3,2,7,2,4,2,5,3
684C06508AE4768A4DA9C94A2F6C5181,1596137884453,107,false,1596137926979,14,F,3,4,7,1,2,1,4,1,1,1
48FCFA6DB841FA3CBFA0D0DB43BABFA7,1596162352980,108,false,1596162425439,44,M,2,3,7,2,8,3,4,1,1,1
3301933BA0CD046DF7F7877E8D43E862,1596165867284,109,false,1596165929870,44,F,2,3,8,2,7,2,3,3,4,1
F24EDF97991B29826B66FEE224B2D82B,1596171039973,110,true,1596171060979,,NA,NA,NA,7,NA,3,NA,2,NA,8,NA
26039CD0C37845A0D6ACC35212B0DFB4,1596215060579,111,true,1596215088182,11,M,4,5,1,1,3,1,7,2,5,3
C6060740C5A96867E0D2E835991D998D,1596215470430,112,false,1596215497259,45,F,2,5,8,3,2,1,3,NA,1,1
821EAE2C2697881ACB782A2571B030BC,1596229551689,113,false,1596229586503,27,F,1,2,1,1,4,1,2,1,6,1
E1574C8B0BDBDDB3372D3CEE38AD0B88,1596233214568,114,false,1596233261804,43,M,3,4,6,2,5,3,4,3,3,4
F3F5B72819EF9EAF58ADB86F0D565934,1596233581166,115,false,1596233616306,15,F,3,3,6,1,8,1,5,2,2,1
7F2A1A429046C004E5A77BC7C75E37B8,1596234587705,116,false,1596234655616,44,F,1,4,7,2,6,1,3,2,2,1
F9A5798792FA5F292D9898AC178B0B7A,1596235236295,117,true,1596235265881,54,M,2,3,1,2,5,4,3,1,2,1
66A1833DF1C1EC69A6E5A9CB3979E082,1596235483748,117,true,1596235521080,48,F,1,3,2,1,7,1,1,1,4,2
98C543A8123D508AD0E84B5EC0DDC757,1596235788941,118,false,1596235826383,50,F,3,4,8,2,4,2,5,2,3,2
ABD65579A9903B3991E1B56A96A4B920,1596236361833,119,false,1596236432317,46,F,1,2,8,3,3,1,5,2,1,1
30F28A2B7C942EA878B0232151CC466E,1596237350141,120,false,1596237389836,55,F,2,4,2,1,7,1,8,1,6,1
596CF89BA3383F014BFA052A638B6BA9,1596239985789,121,false,1596240025569,53,M,4,5,2,1,5,4,4,1,1,1
2B50C2EC262722F110F74002E4D85FA8,1596240160466,121,false,1596240234963,49,F,1,3,5,1,3,1,2,2,4,1
497CBD5BB20D32E0943801815111FE1C,1596243544523,122,true,1596243605899,54,M,2,4,2,3,7,2,5,3,1,2
24B23FEA12428D6A08CA47A19B8125C5,1596244951204,123,false,1596244994974,50,M,2,3,3,1,5,2,1,1,8,3
29750BB5C4AD429B38B8FAADB9448D6F,1596245419914,124,true,1596245478735,14,M,2,5,7,2,6,1,8,1,5,3
5AC3FFA5552AC1E1C603516409291440,1596251074680,125,true,1596251137000,54,F,3,3,7,2,5,2,6,1,3,2
736869DD88381F17F2153057D1D2433F,1596252796703,126,false,1596252834877,35,F,3,3,8,1,6,1,1,4,4,1
736869DD88381F17F2153057D1D2433F,1596253232678,127,false,1596253261066,35,F,2,3,5,1,7,2,1,3,4,1
6A5A142F20A431DFF1B949CF2CB94D6D,1596253894417,128,false,1596253922667,41,F,2,3,4,1,3,1,1,1,6,1
68CB5B55A9EEE49C8A2D8D2CC4126854,1596254759207,129,false,1596254820777,77,M,1,4,1,2,5,3,8,4,4,1
6BAA9C401DACFB1E1C16F1B887FFF3E5,1596263502787,130,true,1596263535876,40,F,3,3,1,1,6,1,5,1,8,4
4526FE620B1603D7D3654EA783484D10,1596293696864,1,false,1596293764102,48,F,1,3,5,1,8,1,4,1,3,1
23B6FC073F89C8E953463361A3E343AF,1596296095889,2,false,1596296125890,25,M,1,2,5,2,2,1,4,1,6,1
4918A2AD591290EB48F0C87CB5FB9925,1596302025586,3,true,1596302059888,49,M,2,4,1,2,7,2,8,2,3,1
CF28CD8338C52FE7F7A2C65F51E3418C,1596306004787,4,false,1596306042116,41,F,1,3,3,2,8,2,6,1,2,1
21CD47EA5FA04EDB35D845BE8546CB56,1596306788686,5,false,1596306823095,52,F,3,5,8,3,6,1,7,1,4,2
